l1_name,l2_name,brand,channel,articles,total_oh,total_oo,total_it,avg_price,stockouts,overstock
3110-MISSES SPORTSWEAR,3110_3110-MS DENIM,COUNTERPARTS,"[""bls""]",6,72,0,0,17.99,0,6
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,ROXY,"[""bls""]",5,72,0,0,,0,5
3200-BEAUTY,3200_3037-EC BATH - BODY,FREIDA __ia_char_20 JOE,"[""bls""]",12,72,0,0,14.82,0,12
3410-GIRLS APPAREL,3410_3311-BIG GIRL SETS,TRIXXI,"[""bls""]",4,72,0,0,12.45,0,4
3540-ATHLETIC FOOTWEAR,3540_3543-LADIES MOD ATHLETIC,K-SWISS,"[""bls""]",2,72,0,0,41.94,0,2
3410-GIRLS APPAREL,3410_3324-BIG GIRL SWIM-OUTERWEAR,HURLEY,"[""bls""]",4,72,0,0,,0,4
3140-LADIES SPORTS,3140_3138-ATHLEISURE BOTTOMS,DANSKIN,"[""bls""]",8,72,0,0,18.88,0,6
3340-MENS FURN-ACC,3340_3490-MENS SOCKS,SKECHERS GOLF,"[""bls""]",2,72,0,0,,0,2
3615-DOMESTICS,3615_3837-BF-HC SHEETS,SERTA,"[""bls""]",12,72,0,0,,0,12
3160-ACCESSORIES,3160_3004-FASHION BOXED JEWELRY,JUILLIET,"[""bls""]",18,72,0,0,,0,1
3110-MISSES SPORTSWEAR,3110_3111-MS PANTS,LANDS END,"[""bls""]",3,72,0,0,17.49,0,3
3340-MENS FURN-ACC,3340_3490-MENS SOCKS,LUCKY BRAND,"[""bls""]",4,72,0,0,,0,4
3125-PETITES SPORTSWEAR,3125_3186-PT CAPRIS,CURVE,"[""bls""]",3,72,0,0,16.78,0,3
3200-BEAUTY,3200_3023-LADIES FRAGRNCE,PARIS HILTON,"[""bls""]",6,72,0,0,15.3,0,4
3410-GIRLS APPAREL,3410_3311-BIG GIRL SETS,STITCH,"[""bls""]",7,72,0,0,9.53,0,7
3120-PLUS SPORTSWEAR,3120_3162-MP SHORTS,BLEU,"[""bls""]",6,72,0,0,,0,6
3615-DOMESTICS,3615_3851-BF-HC OUTDOOR RUGS,ENVOGUE,"[""bls""]",12,72,0,0,,0,12
3150-LINGERIE,3150_3076-PLUS SLEEPWEAR,CATHERINE MALANDRINO,"[""bls""]",5,72,0,0,,0,0
3200-BEAUTY,3200_3037-EC BATH - BODY,SAVON DE ROYAL,"[""bls""]",6,72,0,0,,0,6
3125-PETITES SPORTSWEAR,3125_3186-PT CAPRIS,COPPERFLASH,"[""bls""]",4,72,0,0,17.6,0,4
3430-CHILDRENS ACCESS,3430_3348-GIRLS SLEEP,LILI GAUFRETTE,"[""bls""]",6,72,0,0,11.44,0,6
3150-LINGERIE,3150_3063-PANTIES,JESSICA SIMPSON,"[""bls""]",9,72,0,0,13.66,0,0
3120-PLUS SPORTSWEAR,3120_3154-WC MP KNIT TOPS,CHENAULT,"[""bls""]",12,72,0,0,17.84,0,8
3165-HANDBAGS,3165_3277-SMALL LEATHER,STONE MOUNTAIN,"[""bls""]",20,72,0,0,12.57,0,4
3615-DOMESTICS,3615_3855-BF-HC BATH RUGS,VISTA HOME FASHIONS,"[""bls""]",11,72,0,0,,0,7
3340-MENS FURN-ACC,3340_3490-MENS SOCKS,REEBOK,"[""bls""]",14,72,0,0,10.6,0,5
3510-LADIES FOOTWEAR,3510_3545-EC CLOSED FLAT,ANNE KLEIN,"[""bls""]",4,72,0,0,,0,4
3110-MISSES SPORTSWEAR,3110_3108-MS SWEATERS,CYRUS,"[""bls""]",16,71,0,0,19.19,0,5
3410-GIRLS APPAREL,3410_3322-BIG GIRL DRESSES,B TWEEN,"[""bls""]",6,71,0,0,15.43,0,5
3610-HOME DECOR,3610_3808-BF-HC EC WALL DECOR,GLOBAL DECOR COLLECTIVE,"[""bls""]",14,71,0,0,16.45,0,6
3135-DRESSES,3135_3205-PLUS DRESSES,RM RICHARDS,"[""bls""]",5,71,0,0,25.73,0,3
3420-BABY,3420_3369-INFANT GIRL,ANDY __ia_char_13 EVAN,"[""bls""]",18,71,0,0,,0,3
3130-JUNIORS,3130_3242-EC JR ACTIVE,LOVE TREE,"[""bls""]",13,71,0,0,11.23,0,9
3200-BEAUTY,3200_3030-HAIR CARE,OLAPLEX,"[""bls""]",7,71,0,0,35.69,0,3
3145-SWIM,3145_3119-MODERATE SWIM,BECCA,"[""bls""]",7,71,0,0,29.63,0,5
3110-MISSES SPORTSWEAR,3110_3100-EC WOVEN TOPS,KAKTUS,"[""bls""]",8,71,0,0,12.32,0,5
3415-BOYS APPAREL,3415_3338-LITTLE BOY SWIM-OUTWEAR,LANDS END,"[""bls""]",7,71,0,0,,0,7
3310-MENS SPORTSWEAR,3310_3485-MENS JACKETS,NICK GRAHAM,"[""bls""]",2,71,0,0,,0,2
3165-HANDBAGS,3165_3270-TREND HANDBAGS,MODA LUXE,"[""bls""]",27,71,0,0,,0,0
3540-ATHLETIC FOOTWEAR,3540_3536-BFL LADIES ATHLETIC,PUMA GOLF,"[""bls""]",6,71,0,0,,0,5
3415-BOYS APPAREL,3415_3343-BIG BOY TOPS,PGA TOUR,"[""bls""]",13,71,0,0,,0,7
3165-HANDBAGS,3165_3272-HANDBAGS,NAUTICA,"[""bls""]",24,70,0,0,,0,3
3540-ATHLETIC FOOTWEAR,3540_3536-BFL LADIES ATHLETIC,KEEN,"[""bls""]",5,70,0,0,,0,4
3410-GIRLS APPAREL,3410_3303-LITTLE GIRL ACTIVE-OUTDOOR,RBX,"[""bls""]",12,70,0,0,11.4,0,10
3340-MENS FURN-ACC,3340_3487-MENS LOUNGEWEAR,PERRY ELLIS,"[""bls""]",4,70,0,0,,0,2
3140-LADIES SPORTS,3140_3142-OUTDOOR TRAIL TOPS,MOUNTAIN AND ISLES,"[""bls""]",8,70,0,0,,0,6
3200-BEAUTY,3200_3030-HAIR CARE,BIOLAGE,"[""bls""]",8,70,0,0,14.93,0,8
3140-LADIES SPORTS,3140_3140-GOLF-COURT,ADIDAS,"[""bls""]",4,70,0,0,20.57,0,4
3115-MISSES BETTER SPORTSWEAR,3115_3293-WC BETTER BOTTOMS,MELLODAY,"[""bls""]",10,70,0,0,23.85,0,0
3410-GIRLS APPAREL,3410_3316-BIG GIRL TOPS,JESSICA SIMPSON,"[""bls""]",8,70,0,0,7.81,0,8
3200-BEAUTY,3200_3066-WELLNESS,TYCHE CHIC,"[""bls""]",2,70,0,0,19.33,0,2
3115-MISSES BETTER SPORTSWEAR,3115_3289-EC BTR SWEATERS-JACKETS,CITY BLUES,"[""bls""]",8,70,0,0,,0,0
3145-SWIM,3145_3123-COVER UPS,LA BLANCA,"[""bls""]",19,70,0,0,26.03,0,4
3200-BEAUTY,3200_3037-EC BATH - BODY,NEUTROGENA,"[""bls""]",4,70,0,0,18.95,0,4
3740-PET,3740_3677-DOG TOYS,FURRY FIVE,"[""bls""]",17,70,0,0,4.75,0,6
3150-LINGERIE,3150_3074-MS BETTER SLEEPWEAR,JUICY COUTURE,"[""bls""]",10,70,0,0,,0,8
3315-YOUNGMENS,3315_3520-YM SHORTS,LAGUNA,"[""bls""]",10,70,0,0,,0,8
3340-MENS FURN-ACC,3340_3493-MENS BELTS,GREG NORMAN,"[""bls""]",7,70,0,0,,0,4
3420-BABY,3420_3367-NEWBORN BOYS,CHICK PEA,"[""bls""]",8,69,0,0,6.75,0,6
3130-JUNIORS,3130_3234-EC JR DENIM,GOGO JEANS,"[""bls""]",5,69,0,0,,0,4
3615-DOMESTICS,3615_3859-BF-HC KITCHEN TEXTILES,KAY DEE DESIGNS,"[""bls""]",13,69,0,0,,0,7
3610-HOME DECOR,3610_3824-BF-HC CANDLES-FRAGRANCE,FLORA BUNDA,"[""bls""]",12,69,0,0,,0,8
3340-MENS FURN-ACC,3340_3498-MENS ACCCESSORIES,ESSEX,"[""bls""]",10,69,0,0,12.74,0,8
3325-MENS OUTDOOR,3325_3801-BIG MENS OUTDOOR,COSTA,"[""bls""]",9,69,0,0,16.99,0,8
3110-MISSES SPORTSWEAR,3110_3114-MS SKIRTS,LIV LOS ANGELES,"[""bls""]",11,69,0,0,15.64,0,6
3510-LADIES FOOTWEAR,3510_3545-EC CLOSED FLAT,EASY SPIRIT,"[""bls""]",4,69,0,0,,0,4
3615-DOMESTICS,3615_3855-BF-HC BATH RUGS,BUFFALO,"[""bls""]",11,69,0,0,,0,8
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,MIA,"[""bls""]",4,69,0,0,26.59,0,3
3520-MENS FOOTWEAR,3520_3592-MENS SANDALS,BIRKENSTOCK,"[""bls""]",6,69,0,0,117.95,0,5
3150-LINGERIE,3150_3063-PANTIES,MARILYN MONROE,"[""bls""]",10,69,0,0,14.21,0,0
3115-MISSES BETTER SPORTSWEAR,3115_3293-WC BETTER BOTTOMS,MISS ME,"[""bls""]",5,69,0,0,33.74,0,0
3110-MISSES SPORTSWEAR,3110_3107-WC WTW KNITS,PERSEPTION,"[""bls""]",17,68,0,0,11.09,0,7
3610-HOME DECOR,3610_3823-EC FRAMES,CONCEPTS IN TIME,"[""bls""]",12,68,0,0,7.14,0,7
3415-BOYS APPAREL,3415_3343-BIG BOY TOPS,DENIM __ia_char_13 FLOWER,"[""bls""]",15,68,0,0,9.64,0,6
3430-CHILDRENS ACCESS,3430_3353-BEAUTY,STITCH,"[""bls""]",11,68,0,0,10.46,0,6
3310-MENS SPORTSWEAR,3310_3480-BIG MENS,TAILORBYRD,"[""bls""]",8,68,0,0,,0,7
3110-MISSES SPORTSWEAR,3110_3101-WC WOVEN TOPS,LATE AUGUST,"[""bls""]",8,68,0,0,9.31,0,5
3415-BOYS APPAREL,3415_3335-LITTLE BOY ACTIVE,NEW BALANCE,"[""bls""]",6,68,0,0,7.99,0,5
3520-MENS FOOTWEAR,3520_3590-MENS CASUAL,FLORSHEIM,"[""bls""]",6,68,0,0,,0,4
3510-LADIES FOOTWEAR,3510_3545-EC CLOSED FLAT,SPERRY,"[""bls""]",6,68,0,0,37.62,0,5
3130-JUNIORS,3130_3236-EC JR BOTTOMS,REWASH,"[""bls""]",13,68,0,0,19.99,0,11
3615-DOMESTICS,3615_3854-TOWELS,COTTON VALLEY HOME,"[""bls""]",9,68,0,0,8.36,0,8
3640-STATIONERY-GIFTS,3640_3665-STATIONERY,NICOLE MILLER,"[""bls""]",5,68,0,0,,0,5
3420-BABY,3420_3391-TG SWIM-OUTWEAR,FLOATIMINI,"[""bls""]",7,68,0,0,,0,6
3200-BEAUTY,3200_3070-BEAUTY TOOLS,BROOKSTONE,"[""bls""]",8,68,0,0,,0,7
3115-MISSES BETTER SPORTSWEAR,3115_3289-EC BTR SWEATERS-JACKETS,ELLEN TRACY,"[""bls""]",9,68,0,0,,0,0
3110-MISSES SPORTSWEAR,3110_3111-MS PANTS,TEEZ-HER,"[""bls""]",6,68,0,0,12.53,0,6
3150-LINGERIE,3150_3073-MS SLEEPWEAR,JASMINE ROSE,"[""bls""]",11,68,0,0,,0,0
3510-LADIES FOOTWEAR,3510_3576-EC FASHION ATHLEISURE,CLARKS,"[""bls""]",3,68,0,0,,0,3
3415-BOYS APPAREL,3415_3338-LITTLE BOY SWIM-OUTWEAR,QUIKSILVER,"[""bls""]",5,67,0,0,,0,5
3330-MENS ACTIVE-SWIM,3330_3757-MENS ACTIVE TOPS,SPYDER,"[""bls""]",6,67,0,0,12.65,0,6
3135-DRESSES,3135_3201-BETTER CASUAL DRESSES,RAGA,"[""bls""]",9,67,0,0,,0,8
3310-MENS SPORTSWEAR,3310_3454-MENS TOPS,IKE BEHAR,"[""bls""]",8,67,0,0,,0,5
3110-MISSES SPORTSWEAR,3110_3106-EC WTW KNITS,BLUE SOL,"[""bls""]",16,67,0,0,,0,4
3200-BEAUTY,3200_3030-HAIR CARE,BIOKERATIN,"[""bls""]",11,67,0,0,8.81,0,5
3200-BEAUTY,3200_3075-MENS GROOMING,AEROSOLES,"[""bls""]",6,67,0,0,5.61,0,5
3740-PET,3740_3678-DOG TREAT-FOOD,LOVIN TENDERS,"[""bls""]",15,67,0,0,6.62,0,6
3420-BABY,3420_3367-NEWBORN BOYS,MICKEY MOUSE,"[""bls""]",9,67,0,0,8.96,0,7
3200-BEAUTY,3200_3029-SKIN CARE,GLOBAL BEAUTY CARE,"[""bls""]",8,67,0,0,5.42,0,6
3140-LADIES SPORTS,3140_3133-ATHLEISURE TOPS,JESSICA SIMPSON,"[""bls""]",13,67,0,0,23.93,0,8
3410-GIRLS APPAREL,3410_3324-BIG GIRL SWIM-OUTERWEAR,BMAGICAL,"[""bls""]",12,67,0,0,12.72,0,11
3160-ACCESSORIES,3160_3003-BETTER BOXED JEWELRY,JESSICA SIMPSON,"[""bls""]",28,67,0,0,,0,0
3415-BOYS APPAREL,3415_3344-BIG BOY BOTTOMS,TRUE INDIGO,"[""bls""]",4,67,0,0,,0,4
3410-GIRLS APPAREL,3410_3303-LITTLE GIRL ACTIVE-OUTDOOR,NEW BALANCE,"[""bls""]",9,67,0,0,12.85,0,9
3200-BEAUTY,3200_3037-EC BATH - BODY,HEMPZ,"[""bls""]",5,67,0,0,,0,4
3415-BOYS APPAREL,3415_3315-LITTLE BOY SETS,AEROPOSTALE,"[""bls""]",8,67,0,0,15.11,0,6
3510-LADIES FOOTWEAR,3510_3544-WC HEELS-WEDGES,JELLYPOP,"[""bls""]",4,67,0,0,16.05,0,3
3510-LADIES FOOTWEAR,3510_3545-EC CLOSED FLAT,KATE SPADE,"[""bls""]",4,67,0,0,,0,4
3415-BOYS APPAREL,3415_3315-LITTLE BOY SETS,WRANGLER,"[""bls""]",4,67,0,0,12.65,0,3
3520-MENS FOOTWEAR,3520_3592-MENS SANDALS,DOCKERS,"[""bls""]",7,66,0,0,,0,4
3740-PET,3740_3677-DOG TOYS,PATCHWORK PET,"[""bls""]",10,66,0,0,,0,6
3430-CHILDRENS ACCESS,3430_3332-GIRLS UNDERWEAR,PARIS HILTON,"[""bls""]",9,66,0,0,7.79,0,9
3200-BEAUTY,3200_3069-BEAUTY ACC,YAFA,"[""bls""]",15,66,0,0,7.36,0,8
3150-LINGERIE,3150_3052-BRAS,JUICY COUTURE,"[""bls""]",6,66,0,0,18.38,0,4
3110-MISSES SPORTSWEAR,3110_3113-MS SHORTS,STELLA PARKER,"[""bls""]",12,66,0,0,,0,2
3530-CHILDRENS FOOTWEAR,3530_3659-BOYS SHOES,HEY DUDE,"[""bls""]",8,66,0,0,,0,5
3620-HOUSEWARES,3620_3873-BF-HC DINNER-SERVE-FLATWARE,CERTIFIED INTERNATIONAL,"[""bls""]",11,66,0,0,,0,9
3625-STORAGE-HOME MAINTENANCE,3625_3471-BF-HC ACCESS STORAGE,CONCEPTS IN TIME,"[""bls""]",14,66,0,0,9.52,0,3
3200-BEAUTY,3200_3057-SPA,CREME SHOP,"[""bls""]",12,66,0,0,5.23,0,8
3530-CHILDRENS FOOTWEAR,3530_3655-GIRLS SHOES,BEBE,"[""bls""]",7,66,0,0,15.71,0,6
3310-MENS SPORTSWEAR,3310_3480-BIG MENS,ROBERT GRAHAM,"[""bls""]",9,66,0,0,,0,8
3325-MENS OUTDOOR,3325_3752-MENS FISHING TOPS,XCASTER,"[""bls""]",17,66,0,0,14.82,0,5
3340-MENS FURN-ACC,3340_3489-MENS UNDERWEAR,FRYE,"[""bls""]",4,66,0,0,,0,4
3325-MENS OUTDOOR,3325_3764-MENS OUTDOOR TEES,UNDER ARMOUR,"[""bls""]",3,66,0,0,12.53,0,3
3415-BOYS APPAREL,3415_3344-BIG BOY BOTTOMS,WEATHERPROOF,"[""bls""]",6,66,0,0,14.09,0,4
3120-PLUS SPORTSWEAR,3120_3169-BETTER MP,C__ia_char_13C CALIFORNIA,"[""bls""]",3,66,0,0,,0,3
3150-LINGERIE,3150_3068-SHAPEWEAR,REAL UNDERWEAR,"[""bls""]",11,66,0,0,,0,0
3415-BOYS APPAREL,3415_3344-BIG BOY BOTTOMS,QUIKSILVER,"[""bls""]",9,66,0,0,,0,8
3420-BABY,3420_3377-TOYS AND GIFTS,DREAMGRO,"[""bls""]",12,66,0,0,,0,9
3115-MISSES BETTER SPORTSWEAR,3115_3290-EC BETTER DENIM,KENSIE,"[""bls""]",7,65,0,0,24.99,0,0
3150-LINGERIE,3150_3052-BRAS,GLORIA VANDERBILT,"[""bls""]",5,65,0,0,,0,0
3315-YOUNGMENS,3315_3512-YM TEES,BILLABONG,"[""bls""]",11,65,0,0,,0,8
3130-JUNIORS,3130_3230-WC JR SCREENS,ORGANIC GENERATION,"[""bls""]",13,65,0,0,8.77,0,4
3420-BABY,3420_3369-INFANT GIRL,JESSICA SIMPSON,"[""bls""]",8,65,0,0,12.83,0,4
3115-MISSES BETTER SPORTSWEAR,3115_3285-EC BTR SS-SL KNITS,MAX STUDIO,"[""bls""]",9,65,0,0,,0,0
3625-STORAGE-HOME MAINTENANCE,3625_3470-BF-HC CLOSET STORAGE,FARBERWARE,"[""bls""]",11,65,0,0,,0,6
3160-ACCESSORIES,3160_3026-HATS,LIFE IS GOOD,"[""bls""]",16,65,0,0,9.39,0,4
3145-SWIM,3145_3118-BETTER SWIM,PROFILE BY GOTTEX,"[""bls""]",7,65,0,0,,0,7
3420-BABY,3420_3366-NEWBORN GIRL,DREAMGRO,"[""bls""]",9,65,0,0,8.61,0,8
3165-HANDBAGS,3165_3272-HANDBAGS,SAKROOTS,"[""bls""]",28,65,0,0,,0,1
3115-MISSES BETTER SPORTSWEAR,3115_3285-EC BTR SS-SL KNITS,GRACE,"[""bls""]",12,65,0,0,,0,0
3310-MENS SPORTSWEAR,3310_3485-MENS JACKETS,NAUTICA,"[""bls""]",3,65,0,0,,0,3
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,PATRIZIA,"[""bls""]",7,65,0,0,,0,4
3150-LINGERIE,3150_3073-MS SLEEPWEAR,HUNTER,"[""bls""]",11,65,0,0,,0,0
3145-SWIM,3145_3118-BETTER SWIM,S3,"[""bls""]",8,65,0,0,,0,6
3420-BABY,3420_3379-BABY ACCESSORIES,BABIATORS,"[""bls""]",13,65,0,0,,0,4
3325-MENS OUTDOOR,3325_3775-MENS OUTDOOR BOTTOMS,ANGLR,"[""bls""]",6,65,0,0,,0,5
3115-MISSES BETTER SPORTSWEAR,3115_3287-EC BTR 3Q-LS KNITS,BLUE SOL,"[""bls""]",11,65,0,0,,0,0
3165-HANDBAGS,3165_3270-TREND HANDBAGS,XOXO,"[""bls""]",8,65,0,0,16.64,0,7
3530-CHILDRENS FOOTWEAR,3530_3655-GIRLS SHOES,MUDD,"[""bls""]",2,65,0,0,19.4,0,2
3125-PETITES SPORTSWEAR,3125_3183-EC PT KNIT TOPS,KATE PARK,"[""bls""]",16,65,0,0,12.6,0,7
3135-DRESSES,3135_3202-MODERATE CASUAL DRESSES,ANA CLARE,"[""bls""]",14,65,0,0,,0,6
3200-BEAUTY,3200_3069-BEAUTY ACC,JUICY COUTURE,"[""bls""]",17,64,0,0,11.7,0,3
3630-SEASONAL,3630_3777-GARDEN ACCENTS,AZZURE,"[""bls""]",12,64,0,0,,0,7
3415-BOYS APPAREL,3415_3338-LITTLE BOY SWIM-OUTWEAR,BODY GLOVE,"[""bls""]",2,64,0,0,,0,2
3200-BEAUTY,3200_3057-SPA,PURSONIC,"[""bls""]",6,64,0,0,24.31,0,4
3620-HOUSEWARES,3620_3879-BF-HC OUTDOOR DINING,PRODYNE,"[""bls""]",6,64,0,0,,0,4
3615-DOMESTICS,3615_3847-BF-HC RUGS-WINDOW,CUISINART,"[""bls""]",16,64,0,0,18.46,0,0
3325-MENS OUTDOOR,3325_3767-MENS TRAIL TOPS,HI TEC,"[""bls""]",3,64,0,0,,0,2
3140-LADIES SPORTS,3140_3133-ATHLEISURE TOPS,RBX,"[""bls""]",6,64,0,0,,0,5
3620-HOUSEWARES,3620_3880-OUTDOOR DINING,PRIMA DESIGN,"[""bls""]",8,64,0,0,10.34,0,8
3325-MENS OUTDOOR,3325_3765-MENS HUNTING TOPS,MOSSY OAK,"[""bls""]",5,64,0,0,,0,5
3615-DOMESTICS,3615_3839-BF-HC UTILITY BEDDING,SERTA,"[""bls""]",8,64,0,0,,0,4
3135-DRESSES,3135_3202-MODERATE CASUAL DRESSES,LOLA P,"[""bls""]",13,64,0,0,,0,10
3410-GIRLS APPAREL,3410_3324-BIG GIRL SWIM-OUTERWEAR,ANDY __ia_char_13 EVAN,"[""bls""]",5,64,0,0,,0,5
3160-ACCESSORIES,3160_3009-FASHION ACCESS,NINE WEST,"[""bls""]",13,64,0,0,9.66,0,4
3150-LINGERIE,3150_3073-MS SLEEPWEAR,PEANUTS,"[""bls""]",13,64,0,0,14.11,0,0
3150-LINGERIE,3150_3083-FASHION SOCKS,VINCE CAMUTO,"[""bls""]",9,64,0,0,,0,0
3615-DOMESTICS,3615_3843-BF-HC DECOR PILLOWS,ENVOGUE,"[""bls""]",8,64,0,0,16.99,0,8
3140-LADIES SPORTS,3140_3133-ATHLEISURE TOPS,SKECHERS,"[""bls""]",4,64,0,0,12.11,0,4
3620-HOUSEWARES,3620_3863-BF-HC FOOD PREP,CORE KITCHEN,"[""bls""]",9,64,0,0,,0,8
3200-BEAUTY,3200_3075-MENS GROOMING,BEVERLY HILLS POLO CLUB,"[""bls""]",4,64,0,0,10.01,0,4
3330-MENS ACTIVE-SWIM,3330_3759-MENS ACTIVE SHORTS,KENNETH COLE,"[""bls""]",7,64,0,0,16.48,0,6
3135-DRESSES,3135_3201-BETTER CASUAL DRESSES,ELIZA J,"[""bls""]",8,64,0,0,,0,5
3620-HOUSEWARES,3620_3865-BF-HC GADGETS,CALPHALON,"[""bls""]",16,64,0,0,,0,0
3130-JUNIORS,3130_3232-WC JR WOVEN TOPS,LIBERTY LOVE,"[""bls""]",11,64,0,0,10.32,0,5
3320-MENS GOLF,3320_3769-BIG MENS GOLF,GREG NORMAN,"[""bls""]",10,64,0,0,17.93,0,8
3615-DOMESTICS,3615_3843-BF-HC DECOR PILLOWS,SECONDARY,"[""bls""]",8,64,0,0,,0,8
3200-BEAUTY,3200_3037-EC BATH - BODY,NATURE WELL,"[""bls""]",11,64,0,0,10.28,0,8
3420-BABY,3420_3375-LAYETTE SOFTLINES,BABY ESSENTIALS,"[""bls""]",14,64,0,0,9.65,0,5
3420-BABY,3420_3390-TG DRESSES,FREESTYLE,"[""bls""]",9,64,0,0,16.25,0,8
3725-TOYS,3725_3386-CHILDREN BOOKS,SECONDARY,"[""bls""]",16,64,0,0,8.14,0,6
3110-MISSES SPORTSWEAR,3110_3108-MS SWEATERS,RABBIT RABBIT,"[""bls""]",7,64,0,0,,0,7
3130-JUNIORS,3130_3245-WC JR DRESSES,SAINTS __ia_char_13 HEARTS,"[""bls""]",5,63,0,0,16.99,0,5
3135-DRESSES,3135_3201-BETTER CASUAL DRESSES,TAYLOR,"[""bls""]",6,63,0,0,39.48,0,6
3160-ACCESSORIES,3160_3003-BETTER BOXED JEWELRY,ATHRA,"[""bls""]",26,63,0,0,,0,0
3315-YOUNGMENS,3315_3520-YM SHORTS,ECKO,"[""bls""]",5,63,0,0,16.41,0,5
3110-MISSES SPORTSWEAR,3110_3101-WC WOVEN TOPS,GOOD DAYS ONLY,"[""bls""]",16,63,0,0,12.34,0,4
3420-BABY,3420_3607-TB SETS-SEPARATES,PL KIDS,"[""bls""]",10,63,0,0,,0,6
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,IMPO,"[""bls""]",4,63,0,0,,0,4
3510-LADIES FOOTWEAR,3510_3584-WC FASHION ATHLEISURE,SKECHERS,"[""bls""]",7,63,0,0,,0,4
3310-MENS SPORTSWEAR,3310_3459-MENS BETTER BOTTOMS,SOUTHERN TIDE,"[""bls""]",3,63,0,0,,0,2
3310-MENS SPORTSWEAR,3310_3454-MENS TOPS,TAILOR VINTAGE,"[""bls""]",7,63,0,0,,0,4
3110-MISSES SPORTSWEAR,3110_3111-MS PANTS,AEROSOLES,"[""bls""]",16,63,0,0,13.46,0,2
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,JBU,"[""bls""]",6,63,0,0,29.99,0,3
3630-SEASONAL,3630_3802-SEASONAL FLORALS,SUPREME SILK,"[""bls""]",13,63,0,0,27.1,0,4
3150-LINGERIE,3150_3064-BETTER PANTIES,BALI,"[""bls""]",15,63,0,0,,0,0
3110-MISSES SPORTSWEAR,3110_3102-EC CASUAL SS-SL TOPS,CARIBBEAN JOE,"[""bls""]",10,63,0,0,11.72,0,6
3120-PLUS SPORTSWEAR,3120_3152-EC MP KNIT TOPS,ONQUE,"[""bls""]",10,63,0,0,13.57,0,6
3520-MENS FOOTWEAR,3520_3590-MENS CASUAL,WHITE MOUNTAIN,"[""bls""]",5,63,0,0,29.56,0,5
3160-ACCESSORIES,3160_3026-HATS,SUN DAY AFTERNOONS,"[""bls""]",27,63,0,0,,0,0
3200-BEAUTY,3200_3070-BEAUTY TOOLS,BLISS,"[""bls""]",7,63,0,0,,0,3
3160-ACCESSORIES,3160_3003-BETTER BOXED JEWELRY,MULBERRY __ia_char_13 BROOME,"[""bls""]",9,63,0,0,12.76,0,7
3200-BEAUTY,3200_3071-LADIES ELECTRIC,TYCHE CHIC,"[""bls""]",6,63,0,0,33.97,0,5
3125-PETITES SPORTSWEAR,3125_3196-PT SWEATERS-JACKETS,ONQUE,"[""bls""]",15,63,0,0,16.5,0,3
3415-BOYS APPAREL,3415_3344-BIG BOY BOTTOMS,VOLCOM,"[""bls""]",4,63,0,0,,0,4
3625-STORAGE-HOME MAINTENANCE,3625_3473-BF-HC CLEANING-SOLUTIONS,CASANERO,"[""bls""]",14,62,0,0,,0,2
3200-BEAUTY,3200_3024-MENS FRAGRANCES,DOLCE __ia_char_13 GABBANA,"[""bls""]",9,62,0,0,48.83,0,5
3620-HOUSEWARES,3620_3867-BF-HC COOKWARE,T-FAL,"[""bls""]",9,62,0,0,,0,7
3315-YOUNGMENS,3315_3512-YM TEES,RIP CURL,"[""bls""]",4,62,0,0,,0,3
3150-LINGERIE,3150_3083-FASHION SOCKS,LEMON,"[""bls""]",12,62,0,0,,0,0
