l1_name,l2_name,brand,channel,articles,total_oh,total_oo,total_it,avg_price,stockouts,overstock
3530-CHILDRENS FOOTWEAR,3530_3655-GIRLS SHOES,MIA,"[""bls""]",3,32,0,0,,0,3
3610-HOME DECOR,3610_3824-BF-HC CANDLES-FRAGRANCE,FOUNDRY,"[""bls""]",4,32,0,0,,0,4
3110-MISSES SPORTSWEAR,3110_3112-MS CAPRIS,SOUND STYLE,"[""bls""]",4,32,0,0,16.31,0,4
3520-MENS FOOTWEAR,3520_3589-MENS DRESS,DOCKERS,"[""bls""]",2,32,0,0,,0,2
3140-LADIES SPORTS,3140_3125-ACTIVE BOTTOMS,ZOBHA,"[""bls""]",2,32,0,0,,0,2
3430-CHILDRENS ACCESS,3430_3349-BOYS SLEEP,MINECRAFT,"[""bls""]",4,32,0,0,9.57,0,4
3200-BEAUTY,3200_3057-SPA,KITSCH,"[""bls""]",4,32,0,0,9.37,0,4
3615-DOMESTICS,3615_3853-BF-HC TOWELS,SERENITY,"[""bls""]",3,32,0,0,,0,3
3115-MISSES BETTER SPORTSWEAR,3115_3289-EC BTR SWEATERS-JACKETS,NVLT,"[""bls""]",4,32,0,0,,0,0
3420-BABY,3420_3373-INFANT BOY,BABY ESSENTIALS,"[""bls""]",3,32,0,0,,0,3
3200-BEAUTY,3200_3031-COSMETICS,IT COSMETICS,"[""bls""]",4,32,0,0,,0,3
3620-HOUSEWARES,3620_3880-OUTDOOR DINING,ABODE,"[""bls""]",5,32,0,0,13.23,0,4
3115-MISSES BETTER SPORTSWEAR,3115_3268-EC BTR WOVEN TOPS,KATE SPADE,"[""bls""]",4,32,0,0,,0,0
3110-MISSES SPORTSWEAR,3110_3103-WC CAS SS-SL KNITS,LIV LOS ANGELES,"[""bls""]",5,32,0,0,,0,4
3420-BABY,3420_3611-TB ACTIVE-OUTDR,HUNTER,"[""bls""]",2,32,0,0,,0,2
3120-PLUS SPORTSWEAR,3120_3169-BETTER MP,ADRIANNA PAPELL,"[""bls""]",7,32,0,0,18.29,0,2
3110-MISSES SPORTSWEAR,3110_3101-WC WOVEN TOPS,RAIN __ia_char_13 ROSE,"[""bls""]",5,32,0,0,14.38,0,4
3740-PET,3740_3678-DOG TREAT-FOOD,BAMBONE,"[""bls""]",6,32,0,0,,0,2
3720-HARDLINES,3720_3790-SPORTING GOODS-FITNESS,GAIAM,"[""bls""]",4,32,0,0,,0,4
3110-MISSES SPORTSWEAR,3110_3112-MS CAPRIS,ALFRED DUNNER,"[""bls""]",3,32,0,0,,0,3
3420-BABY,3420_3373-INFANT BOY,NAUTICA,"[""bls""]",8,32,0,0,12.24,0,2
3110-MISSES SPORTSWEAR,3110_3112-MS CAPRIS,ONQUE,"[""bls""]",7,32,0,0,,0,2
3430-CHILDRENS ACCESS,3430_3363-Q-LINE,SECONDARY,"[""bls""]",4,32,0,0,9.56,0,4
3200-BEAUTY,3200_3071-LADIES ELECTRIC,HOT TOOLS,"[""bls""]",5,32,0,0,24.78,0,2
3420-BABY,3420_3369-INFANT GIRL,FLOATIMINI,"[""bls""]",5,32,0,0,10.4,0,3
3140-LADIES SPORTS,3140_3138-ATHLEISURE BOTTOMS,YOGALICIOUS,"[""bls""]",2,32,0,0,14.99,0,2
3110-MISSES SPORTSWEAR,3110_3100-EC WOVEN TOPS,TRIBAL,"[""bls""]",4,32,0,0,,0,3
3625-STORAGE-HOME MAINTENANCE,3625_3469-BF-HC BASKETS,ENCHANTE,"[""bls""]",15,32,0,0,,0,0
3740-PET,3740_3677-DOG TOYS,NAUTICA,"[""bls""]",4,32,0,0,,0,4
3510-LADIES FOOTWEAR,3510_3587-EC HANGING FOOTWEAR,REEF,"[""bls""]",1,32,0,0,,0,1
3120-PLUS SPORTSWEAR,3120_3154-WC MP KNIT TOPS,EDGE,"[""bls""]",4,32,0,0,11.47,0,3
3125-PETITES SPORTSWEAR,3125_3186-PT CAPRIS,ALFRED DUNNER,"[""bls""]",4,32,0,0,,0,3
3340-MENS FURN-ACC,3340_3497-MENS SMALL LEATHER,LEE,"[""bls""]",5,32,0,0,9.79,0,4
3125-PETITES SPORTSWEAR,3125_3195-PT SHORTS,KATE PARK,"[""bls""]",7,32,0,0,12.71,0,5
3415-BOYS APPAREL,3415_3344-BIG BOY BOTTOMS,BEN SHERMAN,"[""bls""]",6,32,0,0,,0,2
3110-MISSES SPORTSWEAR,3110_3114-MS SKIRTS,AGB,"[""bls""]",4,32,0,0,,0,4
3740-PET,3740_3679-WASTE-GROOM,AKC,"[""bls""]",2,32,0,0,,0,2
3325-MENS OUTDOOR,3325_3764-MENS OUTDOOR TEES,MODELO,"[""bls""]",1,32,0,0,,0,1
3160-ACCESSORIES,3160_3003-BETTER BOXED JEWELRY,LUMIRA,"[""bls""]",4,32,0,0,14.14,0,4
3740-PET,3740_3688-CAT,BUDDY BUDDY,"[""bls""]",4,32,0,0,,0,4
3610-HOME DECOR,3610_3824-BF-HC CANDLES-FRAGRANCE,LUZE,"[""bls""]",6,32,0,0,,0,2
3340-MENS FURN-ACC,3340_3489-MENS UNDERWEAR,KENNETH COLE,"[""bls""]",3,32,0,0,,0,3
3510-LADIES FOOTWEAR,3510_3576-EC FASHION ATHLEISURE,KEDS,"[""bls""]",5,32,0,0,,0,3
3120-PLUS SPORTSWEAR,3120_3152-EC MP KNIT TOPS,ZAC AND RACHEL,"[""bls""]",3,32,0,0,14.64,0,3
3130-JUNIORS,3130_3245-WC JR DRESSES,MONTEAU,"[""bls""]",6,32,0,0,16.11,0,4
3120-PLUS SPORTSWEAR,3120_3162-MP SHORTS,COPPERFLASH,"[""bls""]",4,32,0,0,16.27,0,4
3640-STATIONERY-GIFTS,3640_3665-STATIONERY,ONE DESIGN HOME,"[""bls""]",4,32,0,0,,0,4
3340-MENS FURN-ACC,3340_3498-MENS ACCCESSORIES,CARIBBEAN JOE,"[""bls""]",5,32,0,0,19.43,0,3
3120-PLUS SPORTSWEAR,3120_3157-EC MP PANTS,COPPERFLASH,"[""bls""]",3,32,0,0,19.13,0,2
3430-CHILDRENS ACCESS,3430_3348-GIRLS SLEEP,BLUEY,"[""bls""]",6,32,0,0,,0,3
3165-HANDBAGS,3165_3277-SMALL LEATHER,SAKROOTS,"[""bls""]",9,32,0,0,19.45,0,2
3725-TOYS,3725_3383-BOYS TOYS,SONIC,"[""bls""]",6,31,0,0,10.05,0,3
3610-HOME DECOR,3610_3814-BF-HC EC DECOR ACCENTS,GLOBAL DECOR COLLECTIVE,"[""bls""]",9,31,0,0,,0,0
3725-TOYS,3725_3383-BOYS TOYS,SECONDARY,"[""bls""]",9,31,0,0,9.74,0,3
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,LUCKY BRAND,"[""bls""]",2,31,0,0,29.35,0,2
3115-MISSES BETTER SPORTSWEAR,3115_3268-EC BTR WOVEN TOPS,PARKER,"[""bls""]",6,31,0,0,19.36,0,0
3160-ACCESSORIES,3160_3025-LADIES EYEWEAR,PATRICIA NASH DESIGNS,"[""bls""]",18,31,0,0,,0,0
3615-DOMESTICS,3615_3852-OUTDOOR RUGS,DRAPER JAMES,"[""bls""]",4,31,0,0,14.38,0,3
3130-JUNIORS,3130_3230-WC JR SCREENS,THREADS OF LOVE,"[""bls""]",1,31,0,0,,0,1
3200-BEAUTY,3200_3029-SKIN CARE,ELTA MD,"[""bls""]",5,31,0,0,19.13,0,3
3640-STATIONERY-GIFTS,3640_3700-Q-LINE STATIONERY,AZZURE,"[""bls""]",7,31,0,0,,0,2
3110-MISSES SPORTSWEAR,3110_3103-WC CAS SS-SL KNITS,SAPPHIRE,"[""bls""]",3,31,0,0,21.33,0,2
3145-SWIM,3145_3120-PLUS SWIM,SHOW ME YOUR MUMU,"[""bls""]",2,31,0,0,28.93,0,2
3200-BEAUTY,3200_3029-SKIN CARE,ELEMIS,"[""bls""]",5,31,0,0,,0,2
3200-BEAUTY,3200_3071-LADIES ELECTRIC,BED HEAD,"[""bls""]",5,31,0,0,16.12,0,3
3200-BEAUTY,3200_3023-LADIES FRAGRNCE,CHLOE,"[""bls""]",5,31,0,0,48.51,0,3
3615-DOMESTICS,3615_3857-BF-HC BATH ACCESS,DAINTY HOME,"[""bls""]",5,31,0,0,,0,5
3325-MENS OUTDOOR,3325_3767-MENS TRAIL TOPS,WRANGLER,"[""bls""]",4,31,0,0,,0,2
3110-MISSES SPORTSWEAR,3110_3104-EC CAS 3Q-LS KNITS,CORAL BAY,"[""bls""]",11,31,0,0,,0,2
3420-BABY,3420_3367-NEWBORN BOYS,LEE,"[""bls""]",2,31,0,0,,0,2
3130-JUNIORS,3130_3240-EC JR SHORTS,WRANGLER,"[""bls""]",3,31,0,0,,0,3
3510-LADIES FOOTWEAR,3510_3545-EC CLOSED FLAT,JACK ROGERS,"[""bls""]",3,31,0,0,,0,3
3130-JUNIORS,3130_3245-WC JR DRESSES,LOVE POEM,"[""bls""]",4,31,0,0,,0,3
3130-JUNIORS,3130_3230-WC JR SCREENS,HILLS __ia_char_13 VALLEYS,"[""bls""]",2,31,0,0,9.09,0,2
3150-LINGERIE,3150_3076-PLUS SLEEPWEAR,HUE,"[""bls""]",7,31,0,0,,0,0
3135-DRESSES,3135_3201-BETTER CASUAL DRESSES,TRINA TURK,"[""bls""]",16,31,0,0,,0,1
3420-BABY,3420_3369-INFANT GIRL,SPERRY,"[""bls""]",4,31,0,0,,0,3
3520-MENS FOOTWEAR,3520_3597-MENS HANGING,ISLAND SURF,"[""bls""]",3,31,0,0,12.44,0,3
3415-BOYS APPAREL,3415_3343-BIG BOY TOPS,NARUTO,"[""bls""]",4,31,0,0,7.34,0,3
3200-BEAUTY,3200_3038-WC BATH - BODY,SIMPLY SOUTHERN,"[""bls""]",5,31,0,0,5.3,0,4
3115-MISSES BETTER SPORTSWEAR,3115_3292-EC BETTER BOTTOMS,FOR THE REPUBLIC,"[""bls""]",2,31,0,0,,0,0
3200-BEAUTY,3200_3037-EC BATH - BODY,AMERICAN EXCHANGE,"[""bls""]",6,31,0,0,11.19,0,4
3340-MENS FURN-ACC,3340_3490-MENS SOCKS,SECONDARY,"[""bls""]",6,31,0,0,9.99,0,5
3110-MISSES SPORTSWEAR,3110_3102-EC CASUAL SS-SL TOPS,89TH __ia_char_13 MADISON,"[""bls""]",11,31,0,0,10.47,0,1
3610-HOME DECOR,3610_3818-BF-HC EC CSTL DECOR  ACCENTS,DIAMOND STAR,"[""bls""]",8,31,0,0,,0,3
3420-BABY,3420_3377-TOYS AND GIFTS,LITTLE ME,"[""bls""]",7,31,0,0,9.99,0,3
3145-SWIM,3145_3123-COVER UPS,ARUBA BLUE,"[""bls""]",10,31,0,0,14.32,0,0
3140-LADIES SPORTS,3140_3122-ACTIVE TOPS,BROOKS,"[""bls""]",5,31,0,0,,0,3
3165-HANDBAGS,3165_3270-TREND HANDBAGS,DISNEY,"[""bls""]",11,31,0,0,23.92,0,1
3340-MENS FURN-ACC,3340_3487-MENS LOUNGEWEAR,LUCKY BRAND,"[""bls""]",3,31,0,0,,0,2
3420-BABY,3420_3375-LAYETTE SOFTLINES,ELEPHANT AND CASTLE,"[""bls""]",8,31,0,0,6.29,0,3
3150-LINGERIE,3150_3068-SHAPEWEAR,MARILYN MONROE,"[""bls""]",4,31,0,0,10.37,0,0
3740-PET,3740_3677-DOG TOYS,OUTWARD HOUND,"[""bls""]",6,31,0,0,,0,3
3740-PET,3740_3678-DOG TREAT-FOOD,SECONDARY,"[""bls""]",5,31,0,0,5.58,0,3
3310-MENS SPORTSWEAR,3310_3464-MENS SHORTS,SECONDARY,"[""bls""]",4,31,0,0,14.54,0,2
3140-LADIES SPORTS,3140_3124-ACTIVE SHORTS,HARMONY __ia_char_13 BALANCE,"[""bls""]",8,31,0,0,13.62,0,3
3150-LINGERIE,3150_3080-SLIPPERS,DEARFOAMS,"[""bls""]",3,31,0,0,,0,0
3340-MENS FURN-ACC,3340_3497-MENS SMALL LEATHER,LUCKY BRAND,"[""bls""]",3,31,0,0,,0,3
3200-BEAUTY,3200_3066-WELLNESS,NUVO MED,"[""bls""]",3,31,0,0,9.86,0,2
3200-BEAUTY,3200_3023-LADIES FRAGRNCE,GUCCI,"[""bls""]",5,31,0,0,48.6,0,3
3200-BEAUTY,3200_3031-COSMETICS,GXVE,"[""bls""]",3,30,0,0,,0,3
3530-CHILDRENS FOOTWEAR,3530_3660-TOD GIRLS SHOES,KENNETH COLE,"[""bls""]",1,30,0,0,14.85,0,1
3625-STORAGE-HOME MAINTENANCE,3625_3471-BF-HC ACCESS STORAGE,SIMPLY,"[""bls""]",5,30,0,0,,0,4
3120-PLUS SPORTSWEAR,3120_3162-MP SHORTS,NYC ALLIANCE,"[""bls""]",3,30,0,0,,0,3
3415-BOYS APPAREL,3415_3338-LITTLE BOY SWIM-OUTWEAR,ANDY __ia_char_13 EVAN,"[""bls""]",5,30,0,0,,0,5
3420-BABY,3420_3613-TB SWIM-OUTWR,QUIKSILVER,"[""bls""]",3,30,0,0,15.83,0,3
3200-BEAUTY,3200_3029-SKIN CARE,PRECISION BEAUTY,"[""bls""]",3,30,0,0,4.69,0,3
3150-LINGERIE,3150_3073-MS SLEEPWEAR,ARIA,"[""bls""]",5,30,0,0,,0,0
3145-SWIM,3145_3123-COVER UPS,CARIBBEAN JOE,"[""bls""]",5,30,0,0,,0,5
3200-BEAUTY,3200_3024-MENS FRAGRANCES,MARVEL,"[""bls""]",4,30,0,0,9.72,0,3
3620-HOUSEWARES,3620_3868-COOKWARE,RACHAEL RAY,"[""bls""]",5,30,0,0,25.22,0,5
3145-SWIM,3145_3123-COVER UPS,BLUE ISLAND,"[""bls""]",8,30,0,0,,0,2
3110-MISSES SPORTSWEAR,3110_3107-WC WTW KNITS,CURE APPAREL,"[""bls""]",10,30,0,0,10.73,0,1
3110-MISSES SPORTSWEAR,3110_3108-MS SWEATERS,BADGLEY MISCHKA,"[""bls""]",5,30,0,0,,0,5
3420-BABY,3420_3366-NEWBORN GIRL,NANNETTE,"[""bls""]",3,30,0,0,,0,3
3340-MENS FURN-ACC,3340_3490-MENS SOCKS,SAUCONY,"[""bls""]",8,30,0,0,,0,2
3200-BEAUTY,3200_3031-COSMETICS,BLISS,"[""bls""]",2,30,0,0,6.72,0,2
3135-DRESSES,3135_3202-MODERATE CASUAL DRESSES,CONNECTED APPAREL,"[""bls""]",3,30,0,0,,0,3
3410-GIRLS APPAREL,3410_3271-LITTLE GIRL SETS,BADGLEY MISCHKA,"[""bls""]",3,30,0,0,,0,3
3160-ACCESSORIES,3160_3026-HATS,NINE WEST,"[""bls""]",5,30,0,0,,0,5
3625-STORAGE-HOME MAINTENANCE,3625_3944-LAUNDRY,IZOD,"[""bls""]",3,30,0,0,8.13,0,3
3415-BOYS APPAREL,3415_3361-BIG BOY ACTIVE,UNDER ARMOUR,"[""bls""]",8,30,0,0,,0,1
3115-MISSES BETTER SPORTSWEAR,3115_3290-EC BETTER DENIM,JOE__ia_char_01S JEANS,"[""bls""]",2,30,0,0,,0,0
3620-HOUSEWARES,3620_3867-BF-HC COOKWARE,BOMBAY,"[""bls""]",3,30,0,0,19.99,0,3
3140-LADIES SPORTS,3140_3143-OUTDOOR BOTTOMS,CABANA LIFE,"[""bls""]",2,30,0,0,,0,2
3200-BEAUTY,3200_3029-SKIN CARE,FARMACY,"[""bls""]",4,30,0,0,23.67,0,2
3615-DOMESTICS,3615_3845-BF-HC THROWS-BLANKETS,WATERFRONT,"[""bls""]",5,30,0,0,,0,5
3610-HOME DECOR,3610_3818-BF-HC EC CSTL DECOR  ACCENTS,BOSTON INTERNATIONAL,"[""bls""]",7,30,0,0,,0,3
3120-PLUS SPORTSWEAR,3120_3162-MP SHORTS,SEVEN7,"[""bls""]",2,30,0,0,,0,2
3620-HOUSEWARES,3620_3861-BF-HC KITCHEN STORAGE-ORG,CORE KITCHEN,"[""bls""]",7,30,0,0,,0,0
3110-MISSES SPORTSWEAR,3110_3103-WC CAS SS-SL KNITS,LIV,"[""bls""]",5,30,0,0,17.43,0,5
3110-MISSES SPORTSWEAR,3110_3108-MS SWEATERS,GREIGE,"[""bls""]",6,30,0,0,15.81,0,3
3200-BEAUTY,3200_3069-BEAUTY ACC,LIFETIME,"[""bls""]",3,30,0,0,,0,3
3420-BABY,3420_3366-NEWBORN GIRL,WRANGLER,"[""bls""]",4,30,0,0,,0,3
3110-MISSES SPORTSWEAR,3110_3106-EC WTW KNITS,89TH __ia_char_13 MADISON,"[""bls""]",9,30,0,0,10.6,0,2
3615-DOMESTICS,3615_3859-BF-HC KITCHEN TEXTILES,AVA,"[""bls""]",5,30,0,0,,0,5
3625-STORAGE-HOME MAINTENANCE,3625_3470-BF-HC CLOSET STORAGE,LONDON FOG,"[""bls""]",6,30,0,0,,0,3
3130-JUNIORS,3130_3230-WC JR SCREENS,J.O.A,"[""bls""]",5,30,0,0,,0,5
3200-BEAUTY,3200_3031-COSMETICS,BURT__ia_char_01S BEES,"[""bls""]",2,30,0,0,7.6,0,2
3415-BOYS APPAREL,3415_3335-LITTLE BOY ACTIVE,PUMA,"[""bls""]",6,30,0,0,9.29,0,4
3620-HOUSEWARES,3620_3873-BF-HC DINNER-SERVE-FLATWARE,GOURMET KITCHEN,"[""bls""]",5,30,0,0,,0,5
3200-BEAUTY,3200_3029-SKIN CARE,L__ia_char_01OCCITANE,"[""bls""]",4,30,0,0,34.99,0,3
3165-HANDBAGS,3165_3275-SEASONAL HNDBGS,SIMPLY SOUTHERN,"[""bls""]",5,30,0,0,,0,5
3130-JUNIORS,3130_3231-EC JR WOVEN TOPS,ANGIE,"[""bls""]",9,30,0,0,,0,2
3420-BABY,3420_3373-INFANT BOY,TOY STORY,"[""bls""]",2,30,0,0,10.42,0,2
3430-CHILDRENS ACCESS,3430_3328-GIRLS SOCKS,ELEV 8,"[""bls""]",3,30,0,0,,0,3
3625-STORAGE-HOME MAINTENANCE,3625_3473-BF-HC CLEANING-SOLUTIONS,AS SEEN ON TV,"[""bls""]",4,30,0,0,,0,4
3615-DOMESTICS,3615_3842-BED PILLOWS,TRINA TURK,"[""bls""]",1,30,0,0,16.33,0,1
3615-DOMESTICS,3615_3855-BF-HC BATH RUGS,MADISON,"[""bls""]",8,30,0,0,,0,0
3420-BABY,3420_3376-LAYETTE HARDLINES,GREEN SPROUTS,"[""bls""]",5,30,0,0,,0,5
3110-MISSES SPORTSWEAR,3110_3109-MS JACKETS,CORAL BAY,"[""bls""]",3,30,0,0,,0,3
3630-SEASONAL,3630_3776-GARDEN DECOR,FANCY THAT,"[""bls""]",8,30,0,0,31.52,0,4
3620-HOUSEWARES,3620_3874-DINNER-SERVE-FLATWARE,INTERNATIONAL SILVER,"[""bls""]",3,30,0,0,7.62,0,3
3150-LINGERIE,3150_3082-ATHLETIC SOCKS,BROOKS,"[""bls""]",5,30,0,0,,0,0
3130-JUNIORS,3130_3234-EC JR DENIM,MADDEN GIRL,"[""bls""]",4,30,0,0,19.99,0,2
3340-MENS FURN-ACC,3340_3487-MENS LOUNGEWEAR,TOMMY BAHAMA,"[""bls""]",9,30,0,0,10.2,0,3
3740-PET,3740_3679-WASTE-GROOM,POM,"[""bls""]",5,30,0,0,9.73,0,3
3200-BEAUTY,3200_3030-HAIR CARE,NATURE SPELL,"[""bls""]",7,30,0,0,6.6,0,4
3160-ACCESSORIES,3160_3025-LADIES EYEWEAR,MARILYN MONROE,"[""bls""]",3,30,0,0,9.2,0,3
3510-LADIES FOOTWEAR,3510_3549-WC CASUAL SANDALS,YELLOW BOX,"[""bls""]",1,30,0,0,,0,1
3620-HOUSEWARES,3620_3868-COOKWARE,GIBSON HOME,"[""bls""]",3,30,0,0,13.24,0,3
3160-ACCESSORIES,3160_3002-FASHION JEWELRY,CELEBRATE,"[""bls""]",10,30,0,0,,0,0
3150-LINGERIE,3150_3076-PLUS SLEEPWEAR,BODY TOUCH,"[""bls""]",3,30,0,0,13.57,0,0
3420-BABY,3420_3373-INFANT BOY,WRANGLER,"[""bls""]",5,30,0,0,11.38,0,5
3620-HOUSEWARES,3620_3871-BF-HC KITCHEN DECOR,S3 DESIGN GROUP,"[""bls""]",6,30,0,0,,0,3
3625-STORAGE-HOME MAINTENANCE,3625_3472-BF-HC LAUNDRY,BROOKSTONE,"[""bls""]",4,30,0,0,,0,2
3150-LINGERIE,3150_3052-BRAS,WILD DREAMS,"[""bls""]",4,30,0,0,16.79,0,0
3740-PET,3740_3694-PET SOLUTIONS,PETIQUE,"[""bls""]",5,30,0,0,71.05,0,5
3740-PET,3740_3695-SEASONAL PET,MULTIPET,"[""bls""]",4,30,0,0,,0,4
3310-MENS SPORTSWEAR,3310_3468-MENS DENIM,VINCE CAMUTO,"[""bls""]",3,30,0,0,,0,3
3110-MISSES SPORTSWEAR,3110_3101-WC WOVEN TOPS,BOBEAU,"[""bls""]",5,30,0,0,,0,3
3130-JUNIORS,3130_3232-WC JR WOVEN TOPS,COCO __ia_char_13 SHAY,"[""bls""]",1,30,0,0,10.63,0,1
3150-LINGERIE,3150_3068-SHAPEWEAR,NAUTICA,"[""bls""]",3,30,0,0,12.51,0,0
3200-BEAUTY,3200_3023-LADIES FRAGRNCE,PHILOSOPHY,"[""bls""]",6,30,0,0,26.63,0,2
3420-BABY,3420_3607-TB SETS-SEPARATES,QUIKSILVER,"[""bls""]",4,30,0,0,,0,3
3110-MISSES SPORTSWEAR,3110_3107-WC WTW KNITS,GLORIA LANCE,"[""bls""]",5,30,0,0,12.46,0,5
3420-BABY,3420_3369-INFANT GIRL,ROXY,"[""bls""]",6,30,0,0,,0,4
3120-PLUS SPORTSWEAR,3120_3155-EC MP WOVEN TOPS,KATE PARK,"[""bls""]",5,30,0,0,14.23,0,3
3200-BEAUTY,3200_3038-WC BATH - BODY,SJ CREATIONS,"[""bls""]",5,30,0,0,6.69,0,4
3415-BOYS APPAREL,3415_3335-LITTLE BOY ACTIVE,FILA,"[""bls""]",3,30,0,0,12.74,0,3
3115-MISSES BETTER SPORTSWEAR,3115_3285-EC BTR SS-SL KNITS,NINE WEST,"[""bls""]",8,30,0,0,17.06,0,0
3130-JUNIORS,3130_3242-EC JR ACTIVE,BSP,"[""bls""]",2,30,0,0,10.48,0,2
3410-GIRLS APPAREL,3410_3311-BIG GIRL SETS,JAPNA,"[""bls""]",3,30,0,0,15.74,0,3
3125-PETITES SPORTSWEAR,3125_3184-WC PT TOPS,CURE APPAREL,"[""bls""]",8,30,0,0,10.39,0,3
3145-SWIM,3145_3118-BETTER SWIM,PQ SWIM,"[""bls""]",4,30,0,0,,0,4
3115-MISSES BETTER SPORTSWEAR,3115_3284-WC BTR WOVEN TOPS,RAGA,"[""bls""]",8,30,0,0,18.82,0,0
3620-HOUSEWARES,3620_3871-BF-HC KITCHEN DECOR,SPECTRUM,"[""bls""]",7,30,0,0,,0,1
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,NYDJ,"[""bls""]",1,30,0,0,,0,1
3510-LADIES FOOTWEAR,3510_3576-EC FASHION ATHLEISURE,BETSEY JOHNSON,"[""bls""]",3,30,0,0,,0,3
3140-LADIES SPORTS,3140_3138-ATHLEISURE BOTTOMS,WILD FOX,"[""bls""]",5,30,0,0,,0,5
3200-BEAUTY,3200_3057-SPA,ECOTOOLS,"[""bls""]",3,30,0,0,4.28,0,2
3165-HANDBAGS,3165_3277-SMALL LEATHER,LONDON FOG,"[""bls""]",10,30,0,0,,0,0
3415-BOYS APPAREL,3415_3343-BIG BOY TOPS,MAUI __ia_char_13 SONS,"[""bls""]",4,30,0,0,,0,4
3200-BEAUTY,3200_3037-EC BATH - BODY,HOT ROSE,"[""bls""]",3,30,0,0,6.75,0,3
3620-HOUSEWARES,3620_3861-BF-HC KITCHEN STORAGE-ORG,BOMBAY,"[""bls""]",5,30,0,0,,0,5
3110-MISSES SPORTSWEAR,3110_3105-WC CAS 3Q-LS KNITS,LIV,"[""bls""]",8,29,0,0,16.75,0,3
3110-MISSES SPORTSWEAR,3110_3102-EC CASUAL SS-SL TOPS,CASEY KEY,"[""bls""]",7,29,0,0,12.01,0,3
3530-CHILDRENS FOOTWEAR,3530_3692-KIDS ATHLETIC,RBX,"[""bls""]",6,29,0,0,17.49,0,3
3410-GIRLS APPAREL,3410_3311-BIG GIRL SETS,HELLO KITTY,"[""bls""]",3,29,0,0,,0,2
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,NATURALIZER,"[""bls""]",2,29,0,0,34.99,0,2
3130-JUNIORS,3130_3241-WC JR SHORTS,SUNKISSED DENIM,"[""bls""]",3,29,0,0,,0,3
3620-HOUSEWARES,3620_3878-HYDRATION-OTG,NAUTICA,"[""bls""]",5,29,0,0,8.62,0,4
3415-BOYS APPAREL,3415_3335-LITTLE BOY ACTIVE,BODY GLOVE,"[""bls""]",3,29,0,0,10.68,0,2
3615-DOMESTICS,3615_3848-RUGS-WINDOW,SAFAVIEH,"[""bls""]",3,29,0,0,59.25,0,3
3330-MENS ACTIVE-SWIM,3330_3789-BIG MENS ACTIVE,RBX,"[""bls""]",4,29,0,0,11.16,0,2
3530-CHILDRENS FOOTWEAR,3530_3660-TOD GIRLS SHOES,LAUNDRY GIRL,"[""bls""]",4,29,0,0,11.41,0,3
3200-BEAUTY,3200_3030-HAIR CARE,OKAY,"[""bls""]",4,29,0,0,,0,4
3200-BEAUTY,3200_3031-COSMETICS,LUXE __ia_char_20 WILLOW,"[""bls""]",3,29,0,0,10.78,0,3
3325-MENS OUTDOOR,3325_3767-MENS TRAIL TOPS,COLOSSEUM,"[""bls""]",1,29,0,0,,0,1
3310-MENS SPORTSWEAR,3310_3454-MENS TOPS,EXPRESS,"[""bls""]",6,29,0,0,16.43,0,2
3620-HOUSEWARES,3620_3862-KITCHEN STORAGE-ORG,HYDRAGEAR,"[""bls""]",3,29,0,0,12.43,0,3
3625-STORAGE-HOME MAINTENANCE,3625_3942-CLOSET STORAGE,FARBERWARE,"[""bls""]",4,29,0,0,8.05,0,3
3200-BEAUTY,3200_3066-WELLNESS,VITAL VITAMINS,"[""bls""]",2,29,0,0,9.57,0,2
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,EARTH,"[""bls""]",5,29,0,0,23.51,0,3
3135-DRESSES,3135_3202-MODERATE CASUAL DRESSES,KINGS ROAD,"[""bls""]",6,29,0,0,,0,4
3130-JUNIORS,3130_3242-EC JR ACTIVE,PINK ROSE,"[""bls""]",5,29,0,0,17.75,0,3
3200-BEAUTY,3200_3030-HAIR CARE,IT HAIR CARE,"[""bls""]",5,29,0,0,5.65,0,2
3430-CHILDRENS ACCESS,3430_3332-GIRLS UNDERWEAR,ROXY,"[""bls""]",2,29,0,0,7.47,0,1
3340-MENS FURN-ACC,3340_3493-MENS BELTS,STONE MOUNTAIN,"[""bls""]",5,29,0,0,9.54,0,3
3200-BEAUTY,3200_3071-LADIES ELECTRIC,CONAIR,"[""bls""]",2,29,0,0,,0,1
3200-BEAUTY,3200_3037-EC BATH - BODY,NAPLES SOAP COMPANY,"[""bls""]",3,29,0,0,,0,2
3325-MENS OUTDOOR,3325_3801-BIG MENS OUTDOOR,SECONDARY,"[""bls""]",4,29,0,0,,0,3
3430-CHILDRENS ACCESS,3430_3341-BOYS UNDERWEAR,SONIC,"[""bls""]",6,29,0,0,10.24,0,3
3610-HOME DECOR,3610_3825-CANDLES-FRAGRANCE,EAST WEST,"[""bls""]",6,29,0,0,10.75,0,3
3620-HOUSEWARES,3620_3873-BF-HC DINNER-SERVE-FLATWARE,MARTHA STEWART,"[""bls""]",3,29,0,0,,0,2
3160-ACCESSORIES,3160_3026-HATS,U.S. POLO,"[""bls""]",8,29,0,0,7.54,0,1
